"","Index","Type.1","Type.2","Total","HP","Attack","Defense","SP..Atk.","SP..Def","Speed","names","NormHP","NormAttack","NormDefense","Performance","Grade"
"376",303,"Steel","Fairy",480,50,105,125,55,95,50,"Mawile Mega Mawile",0.192913385826772,0.540540540540541,0.489795918367347,0.0512746967439881,"Weak"
"377",304,"Steel","Rock",330,50,70,100,40,40,30,"Aron",0.192913385826772,0.351351351351351,0.387755102040816,0.0264821876995105,"Weak"
"378",305,"Steel","Rock",430,60,90,140,50,50,40,"Lairon",0.232283464566929,0.459459459459459,0.551020408163265,0.0590075621821404,"Weak"
"379",306,"Steel","Rock",530,70,110,180,60,60,50,"Aggron",0.271653543307087,0.567567567567568,0.714285714285714,0.110329814854224,"Weak"
"380",306,"Steel","",630,70,140,230,60,80,50,"Aggron Mega Aggron",0.271653543307087,0.72972972972973,0.918367346938776,0.182251326595759,"Normal"
"381",307,"Fighting","Psychic",280,30,40,55,40,55,60,"Meditite",0.114173228346457,0.189189189189189,0.204081632653061,0.00460823275468945,"Weak"
"382",308,"Fighting","Psychic",410,60,60,75,60,75,80,"Medicham",0.232283464566929,0.297297297297297,0.285714285714286,0.0199306417778859,"Weak"
"383",308,"Fighting","Psychic",510,60,100,85,80,85,100,"Medicham Mega Medicham",0.232283464566929,0.513513513513513,0.326530612244898,0.0391487993537487,"Weak"
"384",309,"Electric","",295,40,45,40,65,40,65,"Electrike",0.153543307086614,0.216216216216216,0.142857142857143,0.00494265041194175,"Weak"
"385",310,"Electric","",475,70,75,60,105,60,105,"Manectric",0.271653543307087,0.378378378378378,0.224489795918367,0.0232748183504089,"Weak"
"386",310,"Electric","",575,70,75,80,135,80,135,"Manectric Mega Manectric",0.271653543307087,0.378378378378378,0.306122448979592,0.0316656613869212,"Weak"
"387",311,"Electric","",405,60,50,40,85,75,95,"Plusle",0.232283464566929,0.243243243243243,0.142857142857143,0.0082716261818624,"Weak"
"388",312,"Electric","",405,60,40,50,75,85,95,"Minun",0.232283464566929,0.189189189189189,0.183673469387755,0.0082716261818624,"Weak"
"389",313,"Bug","",430,65,73,75,47,85,85,"Volbeat",0.251968503937008,0.367567567567568,0.285714285714286,0.0266615571702186,"Weak"
"390",314,"Bug","",430,65,47,75,73,85,85,"Illumise",0.251968503937008,0.227027027027027,0.285714285714286,0.0165439029580762,"Weak"
"391",315,"Grass","Poison",400,50,60,45,100,80,65,"Roselia",0.192913385826772,0.297297297297297,0.163265306122449,0.00956369440306448,"Weak"
"392",316,"Poison","",302,70,43,53,43,53,40,"Gulpin",0.271653543307087,0.205405405405405,0.195918367346939,0.0111320697847132,"Weak"
"393",317,"Poison","",467,100,73,83,73,83,55,"Swalot",0.389763779527559,0.367567567567568,0.318367346938775,0.0458107465331312,"Weak"
"394",318,"Water","Dark",305,45,90,20,65,20,65,"Carvanha",0.173228346456693,0.459459459459459,0.0612244897959184,0.00507294300567641,"Weak"
"395",319,"Water","Dark",460,70,120,40,95,40,95,"Sharpedo",0.271653543307087,0.621621621621622,0.142857142857143,0.0243236737299729,"Weak"
"396",319,"Water","Dark",560,70,140,70,110,65,105,"Sharpedo Mega Sharpedo",0.271653543307087,0.72972972972973,0.26530612244898,0.0527926054609969,"Weak"
"397",320,"Water","",400,130,70,35,70,35,60,"Wailmer",0.507874015748031,0.351351351351351,0.122448979591837,0.0220500679693031,"Weak"
"398",321,"Water","",500,170,90,45,90,45,60,"Wailord",0.665354330708661,0.459459459459459,0.163265306122449,0.0501107495732918,"Weak"
"399",322,"Fire","Ground",305,60,60,40,65,45,35,"Numel",0.232283464566929,0.297297297297297,0.142857142857143,0.0100653208889429,"Weak"
"400",323,"Fire","Ground",460,70,100,70,105,75,40,"Camerupt",0.271653543307087,0.513513513513513,0.26530612244898,0.0372096112503312,"Weak"
"401",323,"Fire","Ground",560,70,120,100,145,105,20,"Camerupt Mega Camerupt",0.271653543307087,0.621621621621622,0.387755102040816,0.0656785429813551,"Weak"
"402",324,"Fire","",470,70,85,140,85,70,20,"Torkoal",0.271653543307087,0.432432432432432,0.551020408163265,0.0649293605673808,"Weak"
"403",325,"Psychic","",330,60,25,35,70,80,60,"Spoink",0.232283464566929,0.108108108108108,0.122448979591837,0.00327490521213806,"Weak"
"404",326,"Psychic","",470,80,45,65,90,110,80,"Grumpig",0.311023622047244,0.216216216216216,0.244897959183673,0.0166689838480615,"Weak"
"405",327,"Normal","",360,60,60,60,60,60,60,"Spinda",0.232283464566929,0.297297297297297,0.224489795918367,0.015702647111196,"Weak"
"406",328,"Ground","",290,45,100,45,45,45,10,"Trapinch",0.173228346456693,0.513513513513513,0.163265306122449,0.0147232811149572,"Weak"
"407",329,"Ground","Dragon",340,50,70,50,50,50,70,"Vibrava",0.192913385826772,0.351351351351351,0.183673469387755,0.0126494573313471,"Weak"
"408",330,"Ground","Dragon",520,80,100,80,80,80,100,"Flygon",0.311023622047244,0.513513513513513,0.306122448979592,0.0490922957989325,"Weak"
"409",331,"Grass","",335,50,85,40,85,40,35,"Cacnea",0.192913385826772,0.432432432432432,0.142857142857143,0.0121174292402639,"Weak"
"410",332,"Grass","Dark",475,70,115,60,115,60,55,"Cacturne",0.271653543307087,0.594594594594595,0.224489795918367,0.0364604288363568,"Weak"
"411",333,"Normal","Flying",310,45,40,60,40,75,50,"Swablu",0.173228346456693,0.189189189189189,0.224489795918367,0.00755718845955066,"Weak"
"412",334,"Dragon","Flying",490,75,70,90,70,105,80,"Altaria",0.291338582677165,0.351351351351351,0.346938775510204,0.0357134179656114,"Weak"
"413",334,"Dragon","Fairy",590,75,110,110,110,105,80,"Altaria Mega Altaria",0.291338582677165,0.567567567567568,0.428571428571429,0.0710661417322835,"Weak"
"414",335,"Normal","",458,73,115,60,60,60,90,"Zangoose",0.283464566929134,0.594594594594595,0.224489795918367,0.0380369692205463,"Weak"
"415",336,"Poison","",458,73,100,60,100,60,65,"Seviper",0.283464566929134,0.513513513513513,0.224489795918367,0.0328773825086536,"Weak"
"416",337,"Rock","Psychic",460,90,55,65,95,85,70,"Lunatone",0.350393700787402,0.27027027027027,0.244897959183673,0.0233920816847701,"Weak"
"417",338,"Rock","Psychic",460,90,95,85,55,65,70,"Solrock",0.350393700787402,0.486486486486487,0.326530612244898,0.0558609960434482,"Weak"
"418",339,"Water","Ground",288,50,48,43,46,41,60,"Barboach",0.192913385826772,0.232432432432432,0.155102040816327,0.00715467120663971,"Weak"
"419",340,"Water","Ground",468,110,78,73,76,71,60,"Whiscash",0.429133858267717,0.394594594594595,0.277551020408163,0.0471987969650512,"Weak"
"420",341,"Water","",308,43,80,65,50,35,35,"Corphish",0.165354330708661,0.405405405405405,0.244897959183673,0.0166168668105676,"Weak"
"421",342,"Water","Dark",468,63,120,85,90,55,55,"Crawdaunt",0.244094488188976,0.621621621621622,0.326530612244898,0.0497459303108347,"Weak"
"422",343,"Ground","Psychic",300,40,40,55,40,70,55,"Baltoy",0.153543307086614,0.189189189189189,0.204081632653061,0.00612831301492719,"Weak"
"423",344,"Ground","Psychic",500,60,70,105,70,120,75,"Claydol",0.232283464566929,0.351351351351351,0.408163265306122,0.0335114731314956,"Weak"
"424",345,"Rock","Grass",355,66,41,77,61,87,23,"Lileep",0.255905511811024,0.194594594594595,0.293877551020408,0.0148344641282774,"Weak"
"425",346,"Rock","Grass",495,86,81,97,81,107,43,"Cradily",0.334645669291339,0.410810810810811,0.375510204081633,0.0518236628722568,"Weak"
"426",347,"Rock","Bug",355,45,95,50,40,50,75,"Anorith",0.173228346456693,0.486486486486487,0.183673469387755,0.015678760135678,"Weak"
"427",348,"Rock","Bug",495,75,125,100,70,80,45,"Armaldo",0.291338582677165,0.648648648648649,0.387755102040816,0.0734765547163747,"Weak"
"428",349,"Water","",200,20,15,20,10,55,80,"Feebas",0.0748031496062992,0.0540540540540541,0.0612244897959184,0.000447555928095861,"Weak"
"429",350,"Water","",540,95,60,79,100,125,81,"Milotic",0.37007874015748,0.297297297297297,0.302040816326531,0.0334315603406717,"Weak"
"430",351,"Normal","",420,70,70,70,70,70,70,"Castform",0.271653543307087,0.351351351351351,0.26530612244898,0.0255223655923319,"Weak"
"431",351,"Fire","",420,70,70,70,70,70,70,"Castform Sunny Form",0.271653543307087,0.351351351351351,0.26530612244898,0.0255223655923319,"Weak"
"432",351,"Water","",420,70,70,70,70,70,70,"Castform Rainy Form",0.271653543307087,0.351351351351351,0.26530612244898,0.0255223655923319,"Weak"
"433",351,"Ice","",420,70,70,70,70,70,70,"Castform Snowy Form",0.271653543307087,0.351351351351351,0.26530612244898,0.0255223655923319,"Weak"
"434",352,"Normal","",440,60,90,70,60,120,40,"Kecleon",0.232283464566929,0.459459459459459,0.26530612244898,0.0285147521617713,"Weak"
"435",353,"Ghost","",295,44,75,35,63,33,45,"Shuppet",0.169291338582677,0.378378378378378,0.122448979591837,0.00804361414282674,"Weak"
"436",354,"Ghost","",455,64,115,65,83,63,65,"Banette",0.248031496062992,0.594594594594595,0.244897959183673,0.0363171069832487,"Weak"
"437",354,"Ghost","",555,64,165,75,93,83,75,"Banette Mega Banette",0.248031496062992,0.864864864864865,0.285714285714286,0.0614896360927857,"Weak"
"438",355,"Ghost","",295,20,40,90,30,90,25,"Duskull",0.0748031496062992,0.189189189189189,0.346938775510204,0.0051098592405679,"Weak"
"439",356,"Ghost","",455,40,70,130,60,130,25,"Dusclops",0.153543307086614,0.351351351351351,0.510204081632653,0.0277243104264477,"Weak"
"440",357,"Grass","Flying",460,99,68,83,72,87,51,"Tropius",0.385826771653543,0.340540540540541,0.318367346938775,0.0420301766333262,"Weak"
"441",358,"Psychic","",455,75,50,80,95,90,65,"Chimecho",0.291338582677165,0.243243243243243,0.306122448979592,0.0218937168568215,"Weak"
"442",359,"Dark","",465,65,130,60,75,60,75,"Absol",0.251968503937008,0.675675675675676,0.224489795918367,0.0384191608288346,"Weak"
"443",359,"Dark","",565,65,150,60,115,60,115,"Absol Mega Absol",0.251968503937008,0.783783783783784,0.224489795918367,0.0445342265614482,"Weak"
"444",360,"Psychic","",260,95,23,48,23,48,23,"Wynaut",0.37007874015748,0.0972972972972973,0.175510204081633,0.00651971196650612,"Weak"
"445",361,"Ice","",300,50,50,50,50,50,50,"Snorunt",0.192913385826772,0.243243243243243,0.183673469387755,0.00881885507554799,"Weak"
"446",362,"Ice","",480,80,80,80,80,80,80,"Glalie",0.311023622047244,0.405405405405405,0.306122448979592,0.0387991808938941,"Weak"
"447",362,"Ice","",580,80,120,80,120,80,100,"Glalie Mega Glalie",0.311023622047244,0.621621621621622,0.306122448979592,0.0593854107039709,"Weak"
"448",363,"Ice","Water",290,70,40,50,55,50,25,"Spheal",0.271653543307087,0.189189189189189,0.183673469387755,0.00963969841607637,"Weak"
"449",364,"Ice","Water",410,90,60,70,75,70,45,"Sealeo",0.350393700787402,0.297297297297297,0.26530612244898,0.027837230674351,"Weak"
"450",365,"Ice","Water",530,110,80,90,95,90,65,"Walrein",0.429133858267717,0.405405405405405,0.346938775510204,0.0605580440475829,"Weak"
"451",366,"Water","",345,35,64,85,74,55,32,"Clamperl",0.133858267716535,0.318918918918919,0.326530612244898,0.0141395702950259,"Weak"
"452",367,"Water","",485,55,104,105,94,75,52,"Huntail",0.21259842519685,0.535135135135135,0.408163265306122,0.0466362804070341,"Weak"
"453",368,"Water","",485,55,84,105,114,75,52,"Gorebyss",0.21259842519685,0.427027027027027,0.408163265306122,0.0372552136581383,"Weak"
"454",369,"Water","Rock",485,100,90,130,45,65,55,"Relicanth",0.389763779527559,0.459459459459459,0.510204081632653,0.0915676813564328,"Weak"
"455",370,"Water","",330,43,30,55,40,65,97,"Luvdisc",0.165354330708661,0.135135135135135,0.204081632653061,0.00476024078071322,"Weak"
"456",371,"Dragon","",300,45,75,60,40,30,50,"Bagon",0.173228346456693,0.378378378378378,0.224489795918367,0.0149143769191013,"Weak"
"457",372,"Dragon","",420,65,95,100,60,50,50,"Shelgon",0.251968503937008,0.486486486486487,0.387755102040816,0.0477307381944052,"Weak"
"458",373,"Dragon","Flying",600,95,135,80,110,80,100,"Salamence",0.37007874015748,0.702702702702703,0.306122448979592,0.0798087747718794,"Weak"
"459",373,"Dragon","Flying",700,95,145,130,120,90,120,"Salamence Mega Salamence",0.37007874015748,0.756756756756757,0.510204081632653,0.143087544462348,"Weak"
"460",374,"Steel","Psychic",300,40,55,80,35,60,30,"Beldum",0.153543307086614,0.27027027027027,0.306122448979592,0.0129035278891297,"Weak"
"461",375,"Steel","Psychic",420,60,75,100,55,80,50,"Metang",0.232283464566929,0.378378378378378,0.387755102040816,0.0342801994345301,"Weak"
"462",376,"Steel","Psychic",600,80,135,130,95,90,70,"Metagross",0.311023622047244,0.702702702702703,0.510204081632653,0.111708744804583,"Weak"
"463",376,"Steel","Psychic",700,80,145,150,105,110,110,"Metagross Mega Metagross",0.311023622047244,0.756756756756757,0.591836734693878,0.139500155048187,"Weak"
"464",377,"Rock","",580,80,100,200,50,100,50,"Regirock",0.311023622047244,0.513513513513513,0.795918367346939,0.127319969077224,"Weak"
"465",378,"Ice","",580,80,50,100,100,200,50,"Regice",0.311023622047244,0.243243243243243,0.387755102040816,0.0295353774793595,"Weak"
"466",379,"Steel","",580,80,75,150,75,150,50,"Registeel",0.311023622047244,0.378378378378378,0.591836734693878,0.0698500775240933,"Weak"
"467",380,"Dragon","Psychic",600,80,80,90,110,130,110,"Latias",0.311023622047244,0.405405405405405,0.346938775510204,0.0439457383464133,"Weak"
"468",380,"Dragon","Psychic",700,80,100,120,140,150,110,"Latias Mega Latias",0.311023622047244,0.513513513513513,0.469387755102041,0.0751681868916965,"Weak"
"469",381,"Dragon","Psychic",600,80,90,80,130,110,110,"Latios",0.311023622047244,0.459459459459459,0.306122448979592,0.0439457383464133,"Weak"
"470",381,"Dragon","Psychic",700,80,130,100,160,120,110,"Latios Mega Latios",0.311023622047244,0.675675675675676,0.387755102040816,0.0816871596648874,"Weak"
"471",382,"Water","",670,100,100,90,150,140,90,"Kyogre",0.389763779527559,0.513513513513513,0.346938775510204,0.0696394378308889,"Weak"
"472",382,"Water","",770,100,150,90,180,160,90,"Kyogre Primal Kyogre",0.389763779527559,0.783783783783784,0.346938775510204,0.106186510373462,"Weak"
"473",383,"Ground","",670,100,150,140,100,90,90,"Groudon",0.389763779527559,0.783783783783784,0.551020408163265,0.168531516475498,"Normal"
"474",383,"Ground","Fire",770,100,180,160,150,90,90,"Groudon Primal Groudon",0.389763779527559,0.945945945945946,0.63265306122449,0.233456315933481,"Strong"
"475",384,"Dragon","Flying",680,105,150,90,150,90,95,"Rayquaza",0.409448818897638,0.783783783783784,0.346938775510204,0.111539364432728,"Weak"
"476",384,"Dragon","Flying",780,105,180,100,180,100,115,"Rayquaza Mega Rayquaza",0.409448818897638,0.945945945945946,0.387755102040816,0.150383929711489,"Normal"
"477",385,"Steel","Psychic",600,100,100,100,100,100,100,"Jirachi",0.389763779527559,0.513513513513513,0.387755102040816,0.0778087834580523,"Weak"
"478",386,"Psychic","",600,50,150,50,150,50,150,"Deoxys Normal Forme",0.192913385826772,0.783783783783784,0.183673469387755,0.0279718663545435,"Weak"
"479",386,"Psychic","",600,50,180,20,180,20,150,"Deoxys Attack Forme",0.192913385826772,0.945945945945946,0.0612244897959184,0.0113725899127474,"Weak"
"480",386,"Psychic","",600,50,70,160,70,160,90,"Deoxys Defense Forme",0.192913385826772,0.351351351351351,0.63265306122449,0.0430814641413067,"Weak"
"481",386,"Psychic","",600,50,95,90,95,90,180,"Deoxys Speed Forme",0.192913385826772,0.486486486486487,0.346938775510204,0.0327601191742924,"Weak"
"482",387,"Grass","",318,55,68,64,45,55,31,"Turtwig",0.21259842519685,0.340540540540541,0.240816326530612,0.0176347125528228,"Weak"
"483",388,"Grass","",405,75,89,85,55,65,36,"Grotle",0.291338582677165,0.454054054054054,0.326530612244898,0.0433946006749156,"Weak"
"484",389,"Grass","Ground",525,95,109,105,75,85,56,"Torterra",0.37007874015748,0.562162162162162,0.408163265306122,0.085116026423338,"Weak"
"485",390,"Fire","",309,44,58,44,58,44,61,"Chimchar",0.169291338582677,0.286486486486487,0.159183673469388,0.00792035734915375,"Weak"
"486",391,"Fire","Fighting",405,64,78,52,78,52,81,"Monferno",0.248031496062992,0.394594594594595,0.191836734693878,0.0189754233423525,"Weak"
"487",392,"Fire","Fighting",534,76,104,71,104,71,108,"Infernape",0.295275590551181,0.535135135135135,0.269387755102041,0.0427665903731146,"Weak"
"488",393,"Water","",314,53,51,53,61,56,40,"Piplup",0.204724409448819,0.248648648648649,0.195918367346939,0.0101731162948261,"Weak"
"489",394,"Water","",405,64,66,68,81,76,50,"Prinplup",0.248031496062992,0.32972972972973,0.257142857142857,0.0212300063843371,"Weak"
"490",395,"Water","Steel",530,84,86,88,111,101,60,"Empoleon",0.326771653543307,0.437837837837838,0.338775510204082,0.0486696266248572,"Weak"
"491",396,"Normal","Flying",245,40,55,30,30,30,60,"Starly",0.153543307086614,0.27027027027027,0.102040816326531,0.00443450929637656,"Weak"
"492",397,"Normal","Flying",340,55,75,50,40,40,80,"Staravia",0.21259842519685,0.378378378378378,0.183673469387755,0.0149751801295108,"Weak"
"493",398,"Normal","Flying",485,85,120,70,50,60,100,"Staraptor",0.330708661417323,0.621621621621622,0.26530612244898,0.0547404797373301,"Weak"
"494",399,"Normal","",250,59,45,40,35,40,31,"Bidoof",0.228346456692913,0.216216216216216,0.142857142857143,0.00725317240750312,"Weak"
"495",400,"Normal","Water",410,79,85,60,55,60,71,"Bibarel",0.307086614173228,0.432432432432432,0.224489795918367,0.030010945446491,"Weak"
"496",401,"Bug","",194,37,25,41,25,41,25,"Kricketot",0.141732283464567,0.108108108108108,0.146938775510204,0.00245145601973499,"Weak"
"497",402,"Bug","",384,77,85,51,55,51,65,"Kricketune",0.299212598425197,0.432432432432432,0.187755102040816,0.0244934884104738,"Weak"
"498",403,"Electric","",263,45,65,34,40,34,45,"Shinx",0.173228346456693,0.324324324324324,0.118367346938776,0.00685013398421722,"Weak"
"499",404,"Electric","",363,60,85,49,60,49,60,"Luxio",0.232283464566929,0.432432432432432,0.179591836734694,0.0182394439112099,"Weak"
"500",405,"Electric","",523,80,120,79,95,79,70,"Luxray",0.311023622047244,0.621621621621622,0.302040816326531,0.0585962718945846,"Weak"
"501",406,"Grass","Poison",280,40,30,35,50,70,55,"Budew",0.153543307086614,0.135135135135135,0.122448979591837,0.00274070557782594,"Weak"
"502",407,"Grass","Poison",515,60,70,65,125,105,90,"Roserade",0.232283464566929,0.351351351351351,0.244897959183673,0.0201868838788974,"Weak"
"503",408,"Rock","",350,67,125,40,30,30,58,"Cranidos",0.259842519685039,0.648648648648649,0.142857142857143,0.0242780713221658,"Weak"
"504",409,"Rock","",495,97,165,60,65,50,58,"Rampardos",0.377952755905512,0.864864864864865,0.224489795918367,0.0735807887913625,"Weak"
"505",410,"Rock","Steel",350,30,42,118,42,88,30,"Shieldon",0.114173228346457,0.2,0.461224489795918,0.0107318977984895,"Weak"
"506",411,"Rock","Steel",495,60,52,168,47,138,30,"Bastiodon",0.232283464566929,0.254054054054054,0.66530612244898,0.0394614147169828,"Weak"
"507",412,"Bug","",224,40,29,45,29,45,36,"Burmy Plant Cloak",0.153543307086614,0.12972972972973,0.163265306122449,0.0034521031396172,"Weak"
"508",412,"Bug","",224,40,29,45,29,45,36,"Burmy Sandy Cloak",0.153543307086614,0.12972972972973,0.163265306122449,0.0034521031396172,"Weak"
"509",412,"Bug","",224,40,29,45,29,45,36,"Burmy Trash Cloak",0.153543307086614,0.12972972972973,0.163265306122449,0.0034521031396172,"Weak"
"510",413,"Bug","Grass",424,60,59,85,79,105,36,"Wormadam Plant Cloak",0.232283464566929,0.291891891891892,0.326530612244898,0.022339317527394,"Weak"
"511",413,"Bug","Ground",424,60,79,105,59,85,36,"Wormadam Sandy Cloak",0.232283464566929,0.4,0.408163265306122,0.0381238309497027,"Weak"
"512",413,"Bug","Steel",424,60,69,95,69,95,36,"Wormadam Trash Cloak",0.232283464566929,0.345945945945946,0.36734693877551,0.0297190900365254,"Weak"
"513",414,"Bug","Flying",424,70,94,50,94,50,66,"Mothim",0.271653543307087,0.481081081081081,0.183673469387755,0.0242038045437371,"Weak"
"514",415,"Bug","Flying",244,30,30,42,30,42,70,"Combee",0.114173228346457,0.135135135135135,0.151020408163265,0.00253006588462157,"Weak"
"515",416,"Bug","Flying",474,70,80,102,80,102,40,"Vespiquen",0.271653543307087,0.405405405405405,0.395918367346939,0.0438024164933051,"Weak"
"516",417,"Electric","",405,60,45,70,45,90,95,"Pachirisu",0.232283464566929,0.216216216216216,0.26530612244898,0.0135245892525983,"Weak"
"517",418,"Water","",330,55,65,35,60,30,85,"Buizel",0.21259842519685,0.324324324324324,0.122448979591837,0.00864296007400619,"Weak"
"518",419,"Water","",495,85,105,55,85,50,115,"Floatzel",0.330708661417323,0.540540540540541,0.204081632653061,0.0366819262457058,"Weak"
"519",420,"Grass","",275,45,35,45,62,53,35,"Cherubi",0.173228346456693,0.162162162162162,0.163265306122449,0.00478629929946015,"Weak"
"520",421,"Grass","",450,70,60,70,87,78,85,"Cherrim",0.271653543307087,0.297297297297297,0.26530612244898,0.0216266170396654,"Weak"
"521",422,"Water","",325,76,48,48,57,62,34,"Shellos",0.295275590551181,0.232432432432432,0.175510204081633,0.0122455502907696,"Weak"
"522",423,"Water","Ground",475,111,83,68,92,82,39,"Gastrodon",0.433070866141732,0.421621621621622,0.257142857142857,0.0471522390782233,"Weak"
"523",424,"Normal","",482,75,100,66,60,66,115,"Ambipom",0.291338582677165,0.513513513513513,0.248979591836735,0.0374489153141572,"Weak"
"524",425,"Ghost","Flying",348,90,50,34,60,44,70,"Drifloon",0.350393700787402,0.243243243243243,0.118367346938776,0.010288555532875,"Weak"
"525",426,"Ghost","Flying",498,150,80,44,90,54,80,"Drifblim",0.586614173228346,0.405405405405405,0.159183673469388,0.0380565131096065,"Weak"
"526",427,"Normal","",350,55,66,44,44,56,85,"Buneary",0.21259842519685,0.32972972972973,0.159183673469388,0.0113587788978115,"Weak"
"527",428,"Normal","",480,65,76,84,54,96,105,"Lopunny",0.251968503937008,0.383783783783784,0.322448979591837,0.031381276085663,"Weak"
"528",428,"Normal","Fighting",580,65,136,94,54,96,135,"Lopunny Mega Lopunny",0.251968503937008,0.708108108108108,0.363265306122449,0.0650141376150375,"Weak"
"529",429,"Ghost","",495,60,60,60,105,105,105,"Mismagius",0.232283464566929,0.297297297297297,0.224489795918367,0.015702647111196,"Weak"
"530",430,"Dark","Flying",505,100,125,52,105,52,71,"Honchkrow",0.389763779527559,0.648648648648649,0.191836734693878,0.0487001150917911,"Weak"
"531",431,"Normal","",310,49,55,42,42,37,85,"Glameow",0.188976377952756,0.27027027027027,0.151020408163265,0.00791332154909208,"Weak"
"532",432,"Normal","",452,71,82,64,64,59,112,"Purugly",0.275590551181102,0.416216216216216,0.240816326530612,0.0278228984890402,"Weak"
"533",433,"Psychic","",285,45,30,50,65,50,45,"Chingling",0.173228346456693,0.135135135135135,0.183673469387755,0.00449965559324389,"Weak"
"534",434,"Poison","Dark",329,63,63,47,41,41,74,"Stunky",0.244094488188976,0.313513513513514,0.171428571428571,0.0133189006779558,"Weak"
"535",435,"Poison","Dark",479,103,93,67,71,61,84,"Skuntank",0.401574803149606,0.475675675675676,0.253061224489796,0.04853959461631,"Weak"
"536",436,"Steel","Psychic",300,57,24,86,24,86,23,"Bronzor",0.220472440944882,0.102702702702703,0.330612244897959,0.00768609126561883,"Weak"
"537",437,"Steel","Psychic",500,67,89,116,79,116,33,"Bronzong",0.259842519685039,0.454054054054054,0.453061224489796,0.0536533183352081,"Weak"
"538",438,"Rock","",290,50,80,95,10,45,10,"Bonsly",0.192913385826772,0.405405405405405,0.36734693877551,0.0289295169184933,"Weak"
"539",439,"Psychic","Fairy",310,20,25,45,70,90,60,"Mime Jr.",0.0748031496062992,0.108108108108108,0.163265306122449,0.00152029828317792,"Weak"
"540",440,"Normal","",220,100,5,5,15,65,30,"Happiny",0.389763779527559,0,0,2e-04,"Weak"
"541",441,"Normal","Flying",411,76,65,45,92,42,91,"Chatot",0.295275590551181,0.324324324324324,0.163265306122449,0.0158351112481596,"Weak"
"542",442,"Ghost","Dark",485,50,92,108,92,108,35,"Spiritomb",0.192913385826772,0.47027027027027,0.420408163265306,0.0383400297935731,"Weak"
"543",443,"Dragon","Ground",300,58,70,45,40,45,42,"Gible",0.224409448818898,0.351351351351351,0.163265306122449,0.0130729082609848,"Weak"
"544",444,"Dragon","Ground",410,68,90,65,50,55,82,"Gabite",0.263779527559055,0.459459459459459,0.244897959183673,0.0298806528527563,"Weak"
"545",445,"Dragon","Ground",600,108,130,95,80,85,102,"Garchomp",0.421259842519685,0.675675675675676,0.36734693877551,0.104759806472067,"Weak"
"546",445,"Dragon","Ground",700,108,170,115,120,95,92,"Garchomp Mega Garchomp",0.421259842519685,0.891891891891892,0.448979591836735,0.168889821108269,"Normal"
"547",446,"Normal","",390,135,85,40,40,85,5,"Munchlax",0.52755905511811,0.432432432432432,0.142857142857143,0.0327905207794972,"Weak"
"548",447,"Fighting","",285,40,70,40,35,40,60,"Riolu",0.153543307086614,0.351351351351351,0.142857142857143,0.00790680691940534,"Weak"
"549",448,"Fighting","Steel",525,70,110,70,115,70,90,"Lucario",0.271653543307087,0.567567567567568,0.26530612244898,0.0411053598029976,"Weak"
"550",448,"Fighting","Steel",625,70,145,88,140,70,112,"Lucario Mega Lucario",0.271653543307087,0.756756756756757,0.338775510204082,0.0698439972030523,"Weak"
"551",449,"Ground","",330,68,72,78,38,42,32,"Hippopotas",0.263779527559055,0.362162162162162,0.297959183673469,0.0286643280593787,"Weak"
"552",450,"Ground","",525,108,112,118,68,72,47,"Hippowdon",0.421259842519685,0.578378378378378,0.461224489795918,0.112576232893668,"Weak"
"553",451,"Poison","Bug",330,40,50,90,30,55,65,"Skorupi",0.153543307086614,0.243243243243243,0.346938775510204,0.0131575984469123,"Weak"
"554",452,"Poison","Dark",500,70,90,110,60,75,95,"Drapion",0.271653543307087,0.459459459459459,0.428571428571429,0.0536916243577661,"Weak"
"555",453,"Poison","Fighting",300,48,61,40,61,40,50,"Croagunk",0.18503937007874,0.302702702702703,0.142857142857143,0.00820170248989147,"Weak"
"556",454,"Poison","Fighting",490,83,106,65,86,65,85,"Toxicroak",0.322834645669291,0.545945945945946,0.244897959183673,0.0433633304524193,"Weak"
"557",455,"Grass","",454,74,100,72,90,72,46,"Carnivine",0.28740157480315,0.513513513513513,0.273469387755102,0.0405598681438951,"Weak"
"558",456,"Water","",330,49,49,56,49,61,66,"Finneon",0.188976377952756,0.237837837837838,0.208163265306122,0.00955605057089872,"Weak"
"559",457,"Water","",460,69,69,76,69,86,91,"Lumineon",0.267716535433071,0.345945945945946,0.289795918367347,0.0270395794155074,"Weak"
"560",458,"Water","Flying",345,45,20,50,60,120,50,"Mantyke",0.173228346456693,0.0810810810810811,0.183673469387755,0.00277979335594634,"Weak"
"561",459,"Grass","Ice",334,60,62,50,62,60,40,"Snover",0.232283464566929,0.308108108108108,0.183673469387755,0.0133452197818902,"Weak"
"562",460,"Grass","Ice",494,90,92,75,92,85,60,"Abomasnow",0.350393700787402,0.47027027027027,0.285714285714286,0.0472799258200833,"Weak"
"563",460,"Grass","Ice",594,90,132,105,132,105,30,"Abomasnow Mega Abomasnow",0.350393700787402,0.686486486486486,0.408163265306122,0.0983798124655268,"Weak"
"564",461,"Dark","Ice",510,70,120,65,45,85,125,"Weavile",0.271653543307087,0.621621621621622,0.244897959183673,0.0415548692513822,"Weak"
"565",462,"Electric","Steel",535,70,70,115,130,90,60,"Magnezone",0.271653543307087,0.351351351351351,0.448979591836735,0.0430532340793308,"Weak"
